order_id;order_date;ship_date;customer;manufactory;product_name;segment;category;subcategory;region;zip;city;state;country;discount;profit;quantity;sales;profit_margin
US-2020-146591;1/19/2019;1/20/2019;Toby Swindell;TOPS;TOPS Carbonless Receipt Book, Four 2-3/4 x 7-1/4 Money Receipts per Page;Consumer;Office Supplies;Paper;West;85254;Scottsdale;Arizona;United States;20%;196224,00;4;56064,0;0,4
US-2020-147627;1/20/2019;1/26/2019;Hunter Lopez;Hon;Hon 4700 Series Mobuis Mid-Back Task Chairs with Adjustable Arms;Consumer;Furniture;Chairs;South;72401;Jonesboro;Arkansas;United States;0%;2242674,00;3;1067,9;0,2
US-2020-147627;1/20/2019;1/26/2019;Hunter Lopez;Eldon;Eldon Expressions Desk Accessory, Wood Pencil Holder, Oak;Consumer;Furniture;Furnishings;South;72401;Jonesboro;Arkansas;United States;0%;11,58;4;38,6;0,3
US-2020-147627;1/20/2019;1/26/2019;Hunter Lopez;Newell;Newell 351;Consumer;Office Supplies;Art;South;72401;Jonesboro;Arkansas;United States;0%;66584,00;7;23,0;0,3
US-2020-147627;1/20/2019;1/26/2019;Hunter Lopez;Newell;Newell 327;Consumer;Office Supplies;Art;South;72401;Jonesboro;Arkansas;United States;0%;17901,00;3;6,6;0,3
US-2020-147627;1/20/2019;1/26/2019;Hunter Lopez;Staple envelope;Staple envelope;Consumer;Office Supplies;Envelopes;South;72401;Jonesboro;Arkansas;United States;0%;109698,00;3;23,3;0,5
US-2020-147627;1/20/2019;1/26/2019;Hunter Lopez;Apple;Apple iPhone 5C;Consumer;Technology;Phones;South;72401;Jonesboro;Arkansas;United States;0%;1819818,00;7;699,9;0,3
US-2020-147774;1/20/2019;1/26/2019;Muhammed MacIntyre;GBC;GBC DocuBind TL200 Manual Binding Machine;Corporate;Office Supplies;Binders;South;37167;Smyrna;Tennessee;United States;70%;-515154,00;1;67194,0;-0,8
US-2020-148614;1/20/2019;1/25/2019;Mark Van Huff;Eldon;Eldon Expressions Desk Accessory, Wood Pencil Holder, Oak;Consumer;Furniture;Furnishings;West;90049;Los Angeles;California;United States;0%;5,79;2;19,3;0,3
US-2020-148614;1/20/2019;1/25/2019;Mark Van Huff;Wirebound;"Wirebound Service Call Books, 5 1/2"" x 4""";Consumer;Office Supplies;Paper;West;90049;Los Angeles;California;United States;0%;92928,00;2;19,4;0,5
US-2020-167927;1/20/2019;1/26/2019;Xylona Preis;Ultra;Ultra Door Push Plate;Consumer;Furniture;Furnishings;Central;48185;Westland;Michigan;United States;0%;48609,00;3;14,7;0,3
US-2020-167927;1/20/2019;1/26/2019;Xylona Preis;Eldon;Eldon ClusterMat Chair Mat with Cordless Antistatic Protection;Consumer;Furniture;Furnishings;Central;48185;Westland;Michigan;United States;0%;300234,00;3;272,9;0,1
US-2020-167927;1/20/2019;1/26/2019;Xylona Preis;Holmes;Holmes Replacement Filter for HEPA Air Cleaner, Very Large Room, HEPA Filter;Consumer;Office Supplies;Appliances;Central;48185;Westland;Michigan;United States;10%;935816,00;4;247716,0;0,4
US-2020-167927;1/20/2019;1/26/2019;Xylona Preis;Panasonic;Panasonic KP-4ABK Battery-Operated Pencil Sharpener;Consumer;Office Supplies;Art;Central;48185;Westland;Michigan;United States;0%;127368,00;3;43,9;0,3
US-2020-167927;1/20/2019;1/26/2019;Xylona Preis;Acco;"Acco Pressboard Covers with Storage Hooks, 9 1/2"" x 11"", Executive Red";Consumer;Office Supplies;Binders;Central;48185;Westland;Michigan;United States;0%;89535,00;5;19,1;0,5
US-2020-167927;1/20/2019;1/26/2019;Xylona Preis;Storex;Storex Dura Pro Binders;Consumer;Office Supplies;Binders;Central;48185;Westland;Michigan;United States;0%;13365,00;5;29,7;0,5
US-2020-167927;1/20/2019;1/26/2019;Xylona Preis;Eldon;Eldon Fold 'N Roll Cart System;Consumer;Office Supplies;Storage;Central;48185;Westland;Michigan;United States;0%;40542,00;1;14,0;0,3
US-2020-167927;1/20/2019;1/26/2019;Xylona Preis;Fellowes;Fellowes Bases and Tops For Staxonsteel/High-Stak Systems;Consumer;Office Supplies;Storage;Central;48185;Westland;Michigan;United States;0%;159792,00;2;66,6;0,2
US-2020-110422;1/21/2019;1/23/2019;Tom Boeckenhauer;Ultra;Ultra Door Pull Handle;Consumer;Furniture;Furnishings;South;33180;Miami;Florida;United States;20%;41028,00;3;25248,0;0,2
US-2020-102645;1/23/2019;1/28/2019;Ionia McGrath;Xerox;Xerox 195;Consumer;Office Supplies;Paper;West;89115;Las Vegas;Nevada;United States;0%;192384,00;6;40,1;0,5
US-2020-146997;1/23/2019;1/27/2019;Speros Goranitis;Alliance;Alliance Big Bands Rubber Bands, 12/Pack;Consumer;Office Supplies;Fasteners;Central;47905;Lafayette;Indiana;United States;0%;0,00;3;5,9;0,0
US-2020-155502;1/26/2019;1/31/2019;Shirley Daniels;Eldon;Eldon Image Series Black Desk Accessories;Home Office;Furniture;Furnishings;South;22304;Alexandria;Virginia;United States;0%;44712,00;3;12,4;0,4
US-2020-155502;1/26/2019;1/31/2019;Shirley Daniels;GE;GE General Use Halogen Bulbs, 100 Watts, 1 Bulb per Pack;Home Office;Furniture;Furnishings;South;22304;Alexandria;Virginia;United States;0%;307818,00;3;62,8;0,5
US-2020-155502;1/26/2019;1/31/2019;Shirley Daniels;REDIFORM;"REDIFORM Incoming/Outgoing Call Register, 11"" X 8 1/2"", 100 Messages";Home Office;Office Supplies;Paper;South;22304;Alexandria;Virginia;United States;0%;8,34;2;16,7;0,5
US-2020-155502;1/26/2019;1/31/2019;Shirley Daniels;Eureka;"Eureka Recycled Copy Paper 8 1/2"" x 11"", Ream";Home Office;Office Supplies;Paper;South;22304;Alexandria;Virginia;United States;0%;93312,00;3;19,4;0,5
US-2020-155502;1/26/2019;1/31/2019;Shirley Daniels;SAFCO;SAFCO Commercial Wire Shelving, 72h;Home Office;Office Supplies;Storage;South;22304;Alexandria;Virginia;United States;0%;0,00;8;489,9;0,0
US-2020-155502;1/26/2019;1/31/2019;Shirley Daniels;Jabra;Jabra SPEAK 410;Home Office;Technology;Phones;South;22304;Alexandria;Virginia;United States;0%;526344,00;2;188,0;0,3
US-2020-155502;1/26/2019;1/31/2019;Shirley Daniels;Other;Macally Suction Cup Mount;Home Office;Technology;Phones;South;22304;Alexandria;Virginia;United States;0%;0,00;13;155,4;0,0
US-2020-167997;1/26/2019;1/29/2019;Carol Adams;SAFCO;Safco Value Mate Series Steel Bookcases, Baked Enamel Finish on Steel, Gray;Corporate;Furniture;Bookcases;Central;57701;Rapid City;South Dakota;United States;0%;397488,00;2;142,0;0,3
US-2020-167997;1/26/2019;1/29/2019;Carol Adams;Wilson Jones;Wilson Jones 14 Line Acrylic Coated Pressboard Data Binders;Corporate;Office Supplies;Binders;Central;57701;Rapid City;South Dakota;United States;0%;50196,00;2;10,7;0,5
US-2020-117163;1/27/2019;2/2/2019;Ed Jacobs;Balt;Balt Split Level Computer Training Table;Consumer;Furniture;Tables;West;92037;San Diego;California;United States;20%;-16,65;3;333,0;-0,1
US-2020-117163;1/27/2019;2/2/2019;Ed Jacobs;Dixon;Dixon Ticonderoga Core-Lock Colored Pencils;Consumer;Office Supplies;Art;West;92037;San Diego;California;United States;0%;120252,00;4;36,4;0,3
US-2020-117163;1/27/2019;2/2/2019;Ed Jacobs;Other;Recycled Steel Personal File for Hanging File Folders;Consumer;Office Supplies;Storage;West;92037;San Diego;California;United States;0%;143075,00;1;57,2;0,3
US-2020-100328;1/28/2019;3/2/2019;Jasper Cacioppo;Pressboard;"Pressboard Covers with Storage Hooks, 9 1/2"" x 11"", Light Blue";Consumer;Office Supplies;Binders;East;10024;New York City;New York;United States;20%;13257,00;1;3928,0;0,3
US-2020-134103;1/30/2019;4/2/2019;Mike Vittorini;Xerox;Xerox 1972;Consumer;Office Supplies;Paper;Central;48234;Detroit;Michigan;United States;0%;4752,00;2;10,6;0,5
US-2020-134103;1/30/2019;4/2/2019;Mike Vittorini;Space Solutions;Space Solutions HD Industrial Steel Shelving,;Consumer;Office Supplies;Storage;Central;48234;Detroit;Michigan;United States;0%;68982,00;2;229,9;0,0
US-2020-115161;1/31/2019;2/2/2019;Liz Carlisle;Sauder;Sauder Facets Collection Library, Sky Alder Finish;Consumer;Furniture;Bookcases;West;92691;Mission Viejo;California;United States;15%;34196,00;2;290666,0;0,0
US-2020-140795;1/2/2019;3/2/2019;Bradley Drucker;Enermax;Enermax Aurora Lite Keyboard;Consumer;Technology;Accessories;Central;54302;Green Bay;Wisconsin;United States;0%;206316,00;6;468,9;0,4
US-2020-123400;2/2/2019;9/2/2019;Eric Barreto;Other;Surelock Post Binders;Consumer;Office Supplies;Binders;South;33710;Saint Petersburg;Florida;United States;70%;-12224,00;2;18336,0;-0,7
US-2020-123400;2/2/2019;9/2/2019;Eric Barreto;AT&T;AT&T 17929 Lendline Telephone;Consumer;Technology;Phones;South;33710;Saint Petersburg;Florida;United States;20%;13572,00;5;181,0;0,1
US-2020-139857;2/2/2019;6/2/2019;Cynthia Delaney;Other;Staples;Home Office;Office Supplies;Fasteners;West;92037;San Diego;California;United States;0%;58045,00;5;12,4;0,5
US-2020-111059;3/2/2019;6/2/2019;Tom Boeckenhauer;Avery;Avery Durable Poly Binders;Consumer;Office Supplies;Binders;West;98105;Seattle;Washington;United States;20%;43134,00;3;13272,0;0,3
US-2020-111059;3/2/2019;6/2/2019;Tom Boeckenhauer;Ibico;Ibico Laser Imprintable Binding System Covers;Consumer;Office Supplies;Binders;West;98105;Seattle;Washington;United States;20%;27248,00;2;83,8;0,3
US-2020-104808;4/2/2019;8/2/2019;Mark Haberlin;GBC;GBC Standard Recycled Report Covers, Clear Plastic Sheets;Corporate;Office Supplies;Binders;West;92025;Escondido;California;United States;20%;60368,00;2;17248,0;0,4
US-2020-107181;4/2/2019;8/2/2019;Deborah Brumfield;GBC;GBC Recycled Grain Textured Covers;Home Office;Office Supplies;Binders;West;92024;San Diego;California;United States;20%;290136,00;3;82896,0;0,4
US-2020-107181;4/2/2019;8/2/2019;Deborah Brumfield;Message Book;"Message Book, Standard Line ""While You Were Out"", 5 1/2"" X 4"", 200 Sets/Book";Home Office;Office Supplies;Paper;West;92024;San Diego;California;United States;0%;160928,00;4;34,2;0,5
US-2020-108182;6/2/2019;10/2/2019;Delfina Latchford;Avery;Avery Flip-Chart Easel Binder, Black;Consumer;Office Supplies;Binders;Central;60441;Romeoville;Illinois;United States;80%;-147708,00;2;8952,0;-1,7
US-2020-131905;6/2/2019;9/2/2019;Neil Ducich;Avery;Avery 480;Corporate;Office Supplies;Labels;South;23320;Chesapeake;Virginia;United States;0%;7,20;4;15,0;0,5
US-2020-131905;6/2/2019;9/2/2019;Neil Ducich;AT&T;AT&T CL82213;Corporate;Technology;Phones;South;23320;Chesapeake;Virginia;United States;0%;420355,00;5;145,0;0,3
US-2020-131905;6/2/2019;9/2/2019;Neil Ducich;Other;Aastra 57i VoIP phone;Corporate;Technology;Phones;South;23320;Chesapeake;Virginia;United States;0%;420186,00;1;161,6;0,3
US-2020-107755;7/2/2019;12/2/2019;Cyma Kinney;Maxell;Maxell DVD-RAM Discs;Corporate;Technology;Accessories;East;7036;Linden;New Jersey;United States;0%;496048,00;7;115,4;0,4
US-2020-169390;7/2/2019;10/2/2019;Chris Selesnick;Acco;Acco Perma 4000 Stacking Storage Drawers;Corporate;Office Supplies;Storage;East;10024;New York City;New York;United States;0%;9744,00;4;65,0;0,2
US-2020-125759;8/2/2019;9/2/2019;Nathan Mautz;Master Caster;Master Caster Door Stop, Large Brown;Home Office;Furniture;Furnishings;West;89031;North Las Vegas;Nevada;United States;0%;55328,00;2;14,6;0,4
US-2020-127614;11/2/2019;2/15/2019;Natalie Fritzler;Hon;Hon 2111 Invitation Series Corner Table;Consumer;Furniture;Tables;South;23320;Chesapeake;Virginia;United States;0%;753732,00;6;1256,2;0,1
US-2020-127614;11/2/2019;2/15/2019;Natalie Fritzler;Wilson Jones;Wilson Jones Leather-Like Binders with DublLock Round Rings;Consumer;Office Supplies;Binders;South;23320;Chesapeake;Virginia;United States;0%;82062,00;2;17,5;0,5
US-2020-127614;11/2/2019;2/15/2019;Natalie Fritzler;Enermax;Enermax Aurora Lite Keyboard;Consumer;Technology;Accessories;South;23320;Chesapeake;Virginia;United States;0%;103158,00;3;234,5;0,4
US-2020-168368;11/2/2019;2/15/2019;Guy Armstrong;Global;Global Value Mid-Back Manager's Chair, Gray;Consumer;Furniture;Chairs;Central;65203;Columbia;Missouri;United States;0%;152225,00;1;60,9;0,3
US-2020-168368;11/2/2019;2/15/2019;Guy Armstrong;Other;"Rubbermaid ClusterMat Chairmats, Mat Size- 66"" x 60"", Lip 20"" x 11"" -90 Degree Angle";Consumer;Furniture;Furnishings;Central;65203;Columbia;Missouri;United States;0%;532704,00;3;332,9;0,2
US-2020-168368;11/2/2019;2/15/2019;Guy Armstrong;Other;VariCap6 Expandable Binder;Consumer;Office Supplies;Binders;Central;65203;Columbia;Missouri;United States;0%;24393,00;3;51,9;0,5
US-2020-168368;11/2/2019;2/15/2019;Guy Armstrong;Wilson Jones;Wilson Jones Turn Tabs Binder Tool for Ring Binders;Consumer;Office Supplies;Binders;Central;65203;Columbia;Missouri;United States;0%;44344,00;2;9,6;0,5
US-2020-168368;11/2/2019;2/15/2019;Guy Armstrong;Avery;Avery 483;Consumer;Office Supplies;Labels;Central;65203;Columbia;Missouri;United States;0%;68724,00;3;14,9;0,5
US-2020-168368;11/2/2019;2/15/2019;Guy Armstrong;Fellowes;Fellowes Neat Ideas Storage Cubes;Consumer;Office Supplies;Storage;Central;65203;Columbia;Missouri;United States;0%;25984,00;2;65,0;0,0
US-2020-110674;12/2/2019;2/18/2019;Sanjit Chand;Global;Global Geo Office Task Chair, Gray;Consumer;Furniture;Chairs;West;94521;Concord;California;United States;20%;-24294,00;2;129568,0;-0,2
US-2020-107706;2/14/2019;2/19/2019;Shui Tom;Other;Memo Book, 100 Message Capacity, 5 3/8” x 11”;Consumer;Office Supplies;Paper;Central;77095;Houston;Texas;United States;20%;6066,00;3;16176,0;0,4
US-2020-121762;2/14/2019;2/18/2019;Marina Lichtenstein;Belkin;Belkin 8 Outlet Surge Protector;Corporate;Office Supplies;Appliances;West;98103;Seattle;Washington;United States;0%;229488,00;2;82,0;0,3
US-2020-121762;2/14/2019;2/18/2019;Marina Lichtenstein;Other;Compact Automatic Electric Letter Opener;Corporate;Office Supplies;Supplies;West;98103;Seattle;Washington;United States;0%;47724,00;2;238,6;0,0
US-2020-121762;2/14/2019;2/18/2019;Marina Lichtenstein;Logitech;Logitech G600 MMO Gaming Mouse;Corporate;Technology;Accessories;West;98103;Seattle;Washington;United States;0%;863892,00;3;240,0;0,4
US-2020-165568;2/15/2019;2/19/2019;Barry Französisch;Pressboard;Pressboard Data Binders by Wilson Jones;Corporate;Office Supplies;Binders;West;98105;Seattle;Washington;United States;20%;7209,00;5;21,4;0,3
US-2020-122567;2/16/2019;2/21/2019;Michael Nguyen;Holmes;Holmes Cool Mist Humidifier for the Whole House with 8-Gallon Output per Day, Extended Life Filter;Consumer;Office Supplies;Appliances;Central;75220;Dallas;Texas;United States;80%;-13,93;2;8,0;-1,8
US-2020-122567;2/16/2019;2/21/2019;Michael Nguyen;Wilson Jones;Wilson Jones Easy Flow II Sheet Lifters;Consumer;Office Supplies;Binders;Central;75220;Dallas;Texas;United States;80%;-1728,00;3;1,1;-1,6
US-2020-154165;2/17/2019;2/24/2019;Delfina Latchford;Staples in misc, colors;Staples in misc, colors;Consumer;Office Supplies;Art;Central;60653;Chicago;Illinois;United States;20%;88088,00;14;54208,0;0,2
US-2020-152905;2/18/2019;2/24/2019;Aaron Bergman;Akro;Akro Stacking Bins;Consumer;Office Supplies;Storage;Central;76017;Arlington;Texas;United States;20%;-25248,00;2;12624,0;-0,2
US-2020-165589;2/18/2019;2/18/2019;Troy Blackwell;DAX;DAX Copper Panel Document Frame, 5 x 7 Size;Consumer;Furniture;Furnishings;Central;79424;Lubbock;Texas;United States;60%;-11322,00;5;25,2;-0,5
US-2020-109491;2/20/2019;2/26/2019;Linda Cazamias;Master Caster;Master Caster Door Stop, Brown;Corporate;Furniture;Furnishings;Central;47374;Richmond;Indiana;United States;0%;69088,00;4;20,3;0,3
US-2020-109491;2/20/2019;2/26/2019;Linda Cazamias;Enermax;Enermax Briskie RF Wireless Keyboard and Mouse Combo;Corporate;Technology;Accessories;Central;47374;Richmond;Indiana;United States;0%;224316,00;3;62,3;0,4
US-2020-164903;2/20/2019;2/24/2019;Steven Roelle;Xerox;Xerox 204;Home Office;Office Supplies;Paper;West;90049;Los Angeles;California;United States;0%;62208,00;2;13,0;0,5
US-2020-165540;2/21/2019;2/25/2019;Tamara Manning;GBC;GBC Standard Plastic Binding Systems Combs;Consumer;Office Supplies;Binders;Central;60098;Woodstock;Illinois;United States;80%;-137175,00;5;8,9;-1,6
US-2020-133354;2/22/2019;2/24/2019;Sue Ann Reed;Xerox;Xerox 220;Consumer;Office Supplies;Paper;West;92553;Moreno Valley;California;United States;0%;93312,00;3;19,4;0,5
US-2020-103744;2/23/2019;2/27/2019;Michael Grace;GBC;GBC Plastic Binding Combs;Home Office;Office Supplies;Binders;Central;79907;El Paso;Texas;United States;80%;-68634,00;3;4428,0;-1,6
US-2020-103744;2/23/2019;2/27/2019;Michael Grace;Staple-on labels;Staple-on labels;Home Office;Office Supplies;Labels;Central;79907;El Paso;Texas;United States;20%;23409,00;3;6936,0;0,3
US-2020-137680;2/24/2019;2/3/2019;Jennifer Halladay;TOPS;TOPS 4 x 6 Fluorescent Color Memo Sheets, 500 Sheets per Pack;Consumer;Office Supplies;Paper;West;97504;Medford;Oregon;United States;20%;76869,00;3;22776,0;0,3
US-2020-137680;2/24/2019;2/3/2019;Jennifer Halladay;Message Book;"Message Book, Wirebound, Four 5 1/2"" X 4"" Forms/Pg,, 200 Dupl, Sets/Book";Consumer;Office Supplies;Paper;West;97504;Medford;Oregon;United States;20%;111024,00;4;32896,0;0,3
US-2020-156545;2/27/2019;3/3/2019;Joy Smith;Zebra;Zebra Zazzle Fluorescent Highlighters;Consumer;Office Supplies;Art;East;43229;Columbus;Ohio;United States;20%;34048,00;4;19456,0;0,2
US-2020-104269;1/3/2019;6/3/2019;Dave Brooks;Global;Global Deluxe High-Back Manager's Chair;Consumer;Furniture;Chairs;West;98115;Seattle;Washington;United States;20%;514764,00;2;457568,0;0,1
